id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
896	greg feldman (2016)	"<table><tr><td>Authors:</td><td>greg feldman; jayne lavallee; kelsea r. gildawie; jeffrey m. greeson</td></tr><tr><td>Title:</td><td>dispositional mindfulness uncouples physiological and emotional reactivity to a laboratory stressor and emotional reactivity to executive functioning lapses in daily life</td></tr><tr><td>Source:</td><td>mindfulness, 7(2), 527-541</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-015-0487-3	-0.105	-0.6286	2	666	1052	0.9156	44	2016	0.9156	44
897	angela c. rowe (2016)	"<table><tr><td>Authors:</td><td>angela c. rowe; laura louise shepstone; katherine b. carnelley; kate cavanagh; abigail millings</td></tr><tr><td>Title:</td><td>attachment security and self-compassion priming increase the likelihood that first-time engagers in mindfulness meditation will continue with mindfulness training</td></tr><tr><td>Source:</td><td>mindfulness, 7(3), 642-650</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-016-0499-7	-0.3847	-0.5114	2	458	702	0.7283	35	2016	0.7283	35
898	ivan raymond (2019)	"<table><tr><td>Authors:</td><td>ivan raymond; christopher m. raymond</td></tr><tr><td>Title:</td><td>positive psychology perspectives on social values and their application to intentionally delivered sustainability interventions</td></tr><tr><td>Source:</td><td>sustainability science, 14(5), 1381-1393</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11625-019-00705-9	-0.5418	-0.5356	2	477	657	1.4099	33	2019	1.4099	33
899	rebecca crane (2014)	"<table><tr><td>Authors:</td><td>rebecca crane; steven m. stanley; michael rooney; trish bartley; lucinda cooper; jody mardula</td></tr><tr><td>Title:</td><td>disciplined improvisation: characteristics of inquiry in mindfulness-based teaching</td></tr><tr><td>Source:</td><td>mindfulness, 6(5), 1104-1114</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-014-0361-8	-0.2467	-0.9597	2	110	134	0.5338	30	2014	0.5338	30
900	moses m. tincher (2015)	"<table><tr><td>Authors:</td><td>moses m. tincher; lauren a. m. lebois; lawrence w. barsalou</td></tr><tr><td>Title:</td><td>mindful attention reduces linguistic intergroup bias</td></tr><tr><td>Source:</td><td>mindfulness, 7(2), 349-360</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-015-0450-3	-0.2949	-0.5738	2	307	423	0.5558	29	2015	0.5558	29
901	mayte navarro‐gil (2018)	"<table><tr><td>Authors:</td><td>mayte navarro‐gil; yolanda lópez‐del‐hoyo; marta modrego‐alarcón; jesús montero‐marín; william van gordon; edo shonin; javier garcía campayo</td></tr><tr><td>Title:</td><td>effects of attachment-based compassion therapy (abct) on self-compassion and attachment style in healthy people</td></tr><tr><td>Source:</td><td>mindfulness, 11(1), 51-62</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-018-0896-1	-0.3581	-0.7366	2	480	692	0.7395	27	2018	0.7395	27
902	louise sharpe (2019)	"<table><tr><td>Authors:</td><td>louise sharpe; jane turner; joanna e. fardell; belinda thewes; allan ‘ben’ smith; jemma gilchrist; jane beith; afaf girgis; stephanie tesson; sinead day; karina grunewald; phyllis butow</td></tr><tr><td>Title:</td><td>psychological intervention (conquerfear) for treating fear of cancer recurrence: mediators and moderators of treatment efficacy</td></tr><tr><td>Source:</td><td>journal of cancer survivorship, 13(5), 695-702</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11764-019-00788-4	0.036	-0.5833	2	489	529	1.1109	26	2019	1.1109	26
903	d. lee mccluskey (2020)	"<table><tr><td>Authors:</td><td>d. lee mccluskey; ilana haliwa; jenna m. wilson; jared w. keeley; natalie j. shook</td></tr><tr><td>Title:</td><td>experiential avoidance mediates the relation between mindfulness and anxiety</td></tr><tr><td>Source:</td><td>current psychology, 41(6), 3947-3957</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-020-00929-4	0.2233	-0.5817	2	1120	1773	1.4607	23	2020	1.4607	23
904	lawrence r. brawley (2012)	"<table><tr><td>Authors:</td><td>lawrence r. brawley; w. jack rejeski; jill e. gaukstern; walter t. ambrosius</td></tr><tr><td>Title:</td><td>social cognitive changes following weight loss and physical activity interventions in obese, older adults in poor cardiovascular health</td></tr><tr><td>Source:</td><td>annals of behavioral medicine, 44(3), 353-364</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12160-012-9390-5	-0.4218	-0.1546	1	42	42	0.4569	30	2012	0.4569	30
905	ewgeni jakubovski (2015)	"<table><tr><td>Authors:</td><td>ewgeni jakubovski; michael h. bloch</td></tr><tr><td>Title:</td><td>anxiety disorder-specific predictors of treatment outcome in the coordinated anxiety learning and management (calm) trial</td></tr><tr><td>Source:</td><td>psychiatric quarterly, 87(3), 445-464</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11126-015-9399-6	0.5279	-0.2915	7	521	617	0.46	24	2015	0.46	24
906	manon l. a. van starrenburg (2016)	"<table><tr><td>Authors:</td><td>manon l. a. van starrenburg; rowella c. m. w. kuijpers; marloes kleinjan; giel hutschemaekers; rutger c. m. e. engels</td></tr><tr><td>Title:</td><td>effectiveness of a cognitive behavioral therapy-based indicated prevention program for children with elevated anxiety levels: a randomized controlled trial</td></tr><tr><td>Source:</td><td>prevention science, 18(1), 31-39</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11121-016-0725-5	0.4982	-0.0427	6	336	440	0.4786	23	2016	0.4786	23
907	alison m. bacon (2017)	"<table><tr><td>Authors:</td><td>alison m. bacon; philip j. corr</td></tr><tr><td>Title:</td><td>motivating emotional intelligence: a reinforcement sensitivity theory (rst) perspective</td></tr><tr><td>Source:</td><td>motivation and emotion, 41(2), 254-264</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11031-017-9602-1	0.1518	-0.031	2	30	35	0.6314	23	2017	0.6314	23
908	shian‐ling keng (2016a)	"<table><tr><td>Authors:</td><td>shian‐ling keng; moria j. smoski; clive j. robins</td></tr><tr><td>Title:</td><td>effects of mindful acceptance and reappraisal training on maladaptive beliefs about rumination</td></tr><tr><td>Source:</td><td>mindfulness, 7(2), 493-503</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-015-0480-x	-0.2889	-0.5573	2	758	1199	0.437	21	2016	0.437	21
909	elena ivanova (2015)	"<table><tr><td>Authors:</td><td>elena ivanova; noa yaakoba-zohar; dennis jensen; jamie cassoff; bärbel knäuper</td></tr><tr><td>Title:</td><td>acceptance and commitment therapy and implementation intentions increase exercise enjoyment and long-term exercise behavior among low-active women</td></tr><tr><td>Source:</td><td>current psychology, 35(1), 108-114</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-015-9349-3	-0.3447	-0.359	1	72	89	0.3642	19	2015	0.3642	19
910	yoona kang (2016)	"<table><tr><td>Authors:</td><td>yoona kang; matthew brook o’donnell; victor j. strecher; emily b. falk</td></tr><tr><td>Title:</td><td>dispositional mindfulness predicts adaptive affective responses to health messages and increased exercise motivation</td></tr><tr><td>Source:</td><td>mindfulness, 8(2), 387-397</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-016-0608-7	-0.1339	-0.2976	2	633	834	0.3538	17	2016	0.3538	17
911	ulrich stangier (2016)	"<table><tr><td>Authors:</td><td>ulrich stangier</td></tr><tr><td>Title:</td><td>new developments in cognitive-behavioral therapy for social anxiety disorder</td></tr><tr><td>Source:</td><td>current psycchiatry reports/current psychiatry reports, 18(3)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11920-016-0667-4	0.9719	-0.2881	7	1114	2006	0.333	16	2016	0.333	16
912	jonathan greenberg (2013)	"<table><tr><td>Authors:</td><td>jonathan greenberg; nachshon meiran</td></tr><tr><td>Title:</td><td>is mindfulness meditation associated with “feeling less?”</td></tr><tr><td>Source:</td><td>mindfulness, 5(5), 471-476</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-013-0201-2	0.1132	-0.3976	2	843	1296	0.3214	18	2013	0.3214	18
913	ariel j. lang (2017)	"<table><tr><td>Authors:</td><td>ariel j. lang; pollyanna v. casmar; samantha hurst; timothy harrison; shahrokh golshan; raquel c. good; michael essex; lobsang tenzin negi</td></tr><tr><td>Title:</td><td>compassion meditation for veterans with posttraumatic stress disorder (ptsd): a nonrandomized study</td></tr><tr><td>Source:</td><td>mindfulness, 11(1), 63-74</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-017-0866-z	0.1678	-0.312	4	817	1010	0.4393	16	2017	0.4393	16
914	viktoria schmidt (2024)	"<table><tr><td>Authors:</td><td>viktoria schmidt; julia treml; katja linde; carolin peterhänsel; anette kersting</td></tr><tr><td>Title:</td><td>association between patients’ word use and symptom reduction in an internet-based cognitive behavioral intervention for prolonged grief symptoms: a secondary analysis of a randomized controlled trial</td></tr><tr><td>Source:</td><td>current psychology</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-023-05525-w	-0.2497	-0.3294	1	34	46	0	0	2024	0	0
915	george g. thompson (2011)	"<table><tr><td>Authors:</td><td>george g. thompson</td></tr><tr><td>Title:</td><td>a meaning-centered therapy for addictions</td></tr><tr><td>Source:</td><td>international journal of mental health and addiction, 10(3), 428-440</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11469-011-9367-9	-0.9926	-0.1106	1	289	296	0.16	14	2011	0.16	14
916	diana fishbein (2017)	"<table><tr><td>Authors:</td><td>diana fishbein; jacinda k. dariotis</td></tr><tr><td>Title:</td><td>personalizing and optimizing preventive intervention models via a translational neuroscience framework</td></tr><tr><td>Source:</td><td>prevention science, 20(1), 10-20</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11121-017-0851-8	-0.0094	0.0737	1	116	139	0.302	11	2017	0.302	11
917	abbas abdollahi (2019)	"<table><tr><td>Authors:</td><td>abbas abdollahi; simin hosseinian; hannaneh panahipour; kelly‐ann allen</td></tr><tr><td>Title:</td><td>cognitive behavioural therapy as an effective treatment for social anxiety, perfectionism, and rumination</td></tr><tr><td>Source:</td><td>current psychology, 40(9), 4698-4707</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-019-00411-w	0.8744	-0.6276	7	401	606	0.47	11	2019	0.47	11
918	marco schlosser (2020)	"<table><tr><td>Authors:</td><td>marco schlosser; rebecca jones; harriet demnitz‐king; natalie l. marchant</td></tr><tr><td>Title:</td><td>meditation experience is associated with lower levels of repetitive negative thinking: the key role of self-compassion</td></tr><tr><td>Source:</td><td>current psychology, 41(5), 3144-3155</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-020-00839-5	-0.0818	-0.8855	2	421	810	0.5716	9	2020	0.5716	9
919	christianne macaulay (2015)	"<table><tr><td>Authors:</td><td>christianne macaulay; margo c. watt; kim maclean; angela d. weaver</td></tr><tr><td>Title:</td><td>mindfulness mediates associations between attachment and anxiety sensitivity</td></tr><tr><td>Source:</td><td>mindfulness, 6(6), 1263-1270</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-015-0390-y	0.0211	-0.2372	2	761	970	0.1917	10	2015	0.1917	10
920	emma smith (2014)	"<table><tr><td>Authors:</td><td>emma smith; fergal w. jones; sue holttum; kim griffiths</td></tr><tr><td>Title:</td><td>the process of engaging in mindfulness-based cognitive therapy as a partnership: a grounded theory study</td></tr><tr><td>Source:</td><td>mindfulness, 6(3), 455-466</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-014-0278-2	-0.4288	-0.2803	2	365	500	0.1601	9	2014	0.1601	9
921	namrata raylu (2011)	"<table><tr><td>Authors:</td><td>namrata raylu; inderjit kaur</td></tr><tr><td>Title:</td><td>relationships between treatment expectations and treatment outcomes among outpatients with substance use problems</td></tr><tr><td>Source:</td><td>international journal of mental health and addiction, 10(5), 607-621</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11469-011-9358-x	-0.3596	0.0861	1	458	582	0.1029	9	2011	0.1029	9
922	louise dixon (2016)	"<table><tr><td>Authors:</td><td>louise dixon; emily m. ahles; luana marques</td></tr><tr><td>Title:</td><td>treating posttraumatic stress disorder in diverse settings: recent advances and challenges for the future</td></tr><tr><td>Source:</td><td>current psycchiatry reports/current psychiatry reports, 18(12)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11920-016-0748-4	0.5439	-0.1331	4	805	1027	0.1457	7	2016	0.1457	7
923	lindsay martin (2012)	"<table><tr><td>Authors:</td><td>lindsay martin; jennifer c. plumb-vilardaga; c. alix timko</td></tr><tr><td>Title:</td><td>examining the relationship amongst varieties of interpersonal valuing and mindfulness processes in eating pathology</td></tr><tr><td>Source:</td><td>mindfulness, 5(2), 111-123</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-012-0156-8	-0.3216	-0.4482	2	456	675	0.1218	8	2012	0.1218	8
924	daisuke ito (2021)	"<table><tr><td>Authors:</td><td>daisuke ito; asuka watanabe; kaori osawa</td></tr><tr><td>Title:</td><td>mindful attention awareness and cognitive defusion are indirectly associated with less ptsd-like symptoms via reduced maladaptive posttraumatic cognitions and avoidance coping</td></tr><tr><td>Source:</td><td>current psychology, 42(2), 1182-1192</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12144-021-01521-0	0.4965	-0.4043	4	1475	2240	0.6953	6	2021	0.6953	6
925	meike watzlawik (2016)	"<table><tr><td>Authors:</td><td>meike watzlawik; katrin kullasepp</td></tr><tr><td>Title:</td><td>career as affective journey: how constant flux challenges the search for career pathways and counseling</td></tr><tr><td>Source:</td><td>integrative psychological and behavioral science/integrative psychological & behavioral science, 50(3), 492-506</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12124-016-9349-3	-0.6677	0.0505	1	21	21	0.104	5	2016	0.104	5
926	joshua c. felver (2013)	"<table><tr><td>Authors:</td><td>joshua c. felver</td></tr><tr><td>Title:</td><td>steven c. hayes &amp; michael e. levin (eds.): mindfulness &amp; acceptance for addictive behaviors: applying contextual cbt to substance abuse &amp; behavioral addictions</td></tr><tr><td>Source:</td><td>mindfulness, 5(1), 108-110</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12671-013-0220-z	-0.5271	-0.6462	2	419	550	0.0714	4	2013	0.0714	4
927	anthony r. beech (2005a)	"<table><tr><td>Authors:</td><td>anthony r. beech; catherine hamilton‐giachritsis</td></tr><tr><td>Title:</td><td>relationship between therapeutic climate and treatment outcome in group-based sexual offender treatment programs</td></tr><tr><td>Source:</td><td>sexual abuse, 17(2), 127-140</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11194-005-4600-3	-0.6541	0.0296	1	403	475	0.1012	7	2005	0.1012	7
928	martin drapeau (2005a)	"<table><tr><td>Authors:</td><td>martin drapeau</td></tr><tr><td>Title:</td><td>research on the processes involved in treating sexual offenders</td></tr><tr><td>Source:</td><td>sexual abuse, 17(2), 117-125</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11194-005-4599-5	-0.9332	0.0755	1	250	320	0.0867	6	2005	0.0867	6
